anchor_len,weight_preset,n_cells,mean_hit_delta,mean_exact_delta,positive_hit_delta_rate,min_hit_delta,max_hit_delta
6,loose_gap,20,0.045965557275541816,0.0,0.7,-0.07894736842105254,0.17434210526315785
6,current,20,0.03540054179566564,0.005572755417956656,0.65,-0.07565789473684204,0.19736842105263164
6,default,20,0.02391640866873066,-0.005263157894736842,0.65,-0.06578947368421051,0.125
6,anchor_heavy,20,0.010265092879256968,-0.007894736842105263,0.5,-0.09868421052631571,0.12171052631578949
