trial,method,message_bits,text_length,anchor_len,bit_accuracy,exact_recovery,crc_pass,alignment_score,clean_token_len,attacked_token_len,observed_bits_len,recovered_bits
7,syncmark_position_vote,16,300,12,0.75,0.0,False,,302,297,295,1011001111101001
7,syncmark_alignment,16,300,12,0.625,0.0,True,183.2499999999994,302,297,295,1111101111111101
8,bimark_position_vote,16,300,12,1.0,1.0,,,302,301,299,1111011010001000
8,bimark_hamming74,16,300,12,0.5,0.0,,,302,299,297,1111111111111111
8,syncmark_position_vote,16,300,12,0.6875,0.0,False,,302,302,300,1111111011101101
8,syncmark_alignment,16,300,12,0.625,0.0,False,196.74999999999943,302,302,300,1101111111101001
9,bimark_position_vote,16,300,12,1.0,1.0,,,302,303,301,1100101010010111
9,bimark_hamming74,16,300,12,0.5625,0.0,,,302,308,306,1111111111111111
9,syncmark_position_vote,16,300,12,0.9375,0.0,False,,302,303,301,1100111010010111
9,syncmark_alignment,16,300,12,0.875,0.0,False,229.14999999999927,302,303,301,1100111010110111
10,bimark_position_vote,16,300,12,0.5625,0.0,,,302,299,297,1101111010111111
10,bimark_hamming74,16,300,12,0.5,0.0,,,302,311,309,1100101011111111
10,syncmark_position_vote,16,300,12,0.625,0.0,False,,302,303,301,1100110111011111
10,syncmark_alignment,16,300,12,0.5625,0.0,False,196.29999999999941,302,303,301,1110111010111111
11,bimark_position_vote,16,300,12,0.4375,0.0,,,302,304,302,1111010111111111
11,bimark_hamming74,16,300,12,0.4375,0.0,,,302,303,301,1111111111111111
11,syncmark_position_vote,16,300,12,0.6875,0.0,False,,302,304,302,1011111100101001
11,syncmark_alignment,16,300,12,0.625,0.0,False,176.74999999999943,302,304,302,1111111100001110
12,bimark_position_vote,16,300,12,0.5625,0.0,,,302,298,296,1010101111101111
12,bimark_hamming74,16,300,12,1.0,1.0,,,302,303,301,1010000101010011
12,syncmark_position_vote,16,300,12,0.5,0.0,False,,302,304,302,1110111111111111
12,syncmark_alignment,16,300,12,0.5,0.0,False,184.29999999999941,302,304,302,1100101111111111
13,bimark_position_vote,16,300,12,0.625,0.0,,,302,299,297,0111101101111110
13,bimark_hamming74,16,300,12,0.8125,0.0,,,302,302,300,0101101000011111
13,syncmark_position_vote,16,300,12,0.4375,0.0,False,,302,303,301,1111101111111111
13,syncmark_alignment,16,300,12,0.375,0.0,False,195.1499999999994,302,303,301,1111011110111111
14,bimark_position_vote,16,300,12,0.875,0.0,,,302,301,299,1011110101011011
14,bimark_hamming74,16,300,12,0.6875,0.0,,,302,298,296,1110111101111001
14,syncmark_position_vote,16,300,12,0.8125,0.0,False,,302,309,307,1011110101011111
14,syncmark_alignment,16,300,12,0.5,0.0,False,196.99999999999935,302,309,307,1101111111111111
15,bimark_position_vote,16,300,12,0.5625,0.0,,,302,308,306,1111111010110111
15,bimark_hamming74,16,300,12,0.4375,0.0,,,302,304,302,1111011011110111
15,syncmark_position_vote,16,300,12,0.625,0.0,False,,302,302,300,1101101110011001
15,syncmark_alignment,16,300,12,0.375,0.0,False,194.94999999999942,302,302,300,1011111100111011
16,bimark_position_vote,16,300,12,0.8125,0.0,,,302,300,298,1011101111001110
16,bimark_hamming74,16,300,12,0.6875,0.0,,,302,303,301,1101010111001111
16,syncmark_position_vote,16,300,12,0.6875,0.0,False,,302,307,305,1101111111101101
16,syncmark_alignment,16,300,12,0.875,0.0,False,199.6499999999994,302,307,305,1001100111011101
17,bimark_position_vote,16,300,12,0.625,0.0,,,302,302,300,1100110100111111
17,bimark_hamming74,16,300,12,0.375,0.0,,,302,297,295,0010111111111111
17,syncmark_position_vote,16,300,12,0.625,0.0,False,,302,304,302,0110111110100111
17,syncmark_alignment,16,300,12,0.625,0.0,False,215.44999999999942,302,304,302,0111011110100111
18,bimark_position_vote,16,300,12,0.9375,0.0,,,302,302,300,1010101111000101
18,bimark_hamming74,16,300,12,0.5625,0.0,,,302,303,301,1111111111010011
18,syncmark_position_vote,16,300,12,0.6875,0.0,False,,302,300,298,1011111111010111
18,syncmark_alignment,16,300,12,0.6875,0.0,False,208.7999999999994,302,300,298,1111111110110101
19,bimark_position_vote,16,300,12,0.875,0.0,,,302,299,297,1101001110011111
19,bimark_hamming74,16,300,12,0.6875,0.0,,,302,298,296,1001111111111111
19,syncmark_position_vote,16,300,12,0.625,0.0,False,,302,299,297,1111011110101111
19,syncmark_alignment,16,300,12,0.5625,0.0,False,188.7999999999994,302,299,297,1111101111110111
20,bimark_position_vote,16,300,12,0.6875,0.0,,,302,306,304,0111111011101101
20,bimark_hamming74,16,300,12,0.4375,0.0,,,302,307,305,1111111111001111
20,syncmark_position_vote,16,300,12,0.875,0.0,False,,302,301,299,0011110011100101
20,syncmark_alignment,16,300,12,0.75,0.0,False,190.99999999999932,302,301,299,1111110001101101
21,bimark_position_vote,16,300,12,0.5625,0.0,,,302,300,298,1111111111111111
21,bimark_hamming74,16,300,12,0.625,0.0,,,302,300,298,1111111111111011
21,syncmark_position_vote,16,300,12,0.625,0.0,False,,302,312,310,0001011110101011
21,syncmark_alignment,16,300,12,0.5625,0.0,False,190.09999999999943,302,312,310,1101111111011111
22,bimark_position_vote,16,300,12,0.6875,0.0,,,302,302,300,0111011111111110
22,bimark_hamming74,16,300,12,0.625,0.0,,,302,295,293,0111011111111111
22,syncmark_position_vote,16,300,12,0.875,0.0,False,,302,302,300,0011011111010101
22,syncmark_alignment,16,300,12,0.875,0.0,False,214.29999999999933,302,302,300,0011011111010110
23,bimark_position_vote,16,300,12,0.8125,0.0,,,302,303,301,0111001011110110
23,bimark_hamming74,16,300,12,0.625,0.0,,,302,304,302,0001110011001111
23,syncmark_position_vote,16,300,12,0.9375,0.0,False,,302,300,298,0101001011000010
23,syncmark_alignment,16,300,12,0.8125,0.0,False,225.99999999999926,302,300,298,0101001011010011
24,bimark_position_vote,16,300,12,0.375,0.0,,,302,301,299,1111101110111111
24,bimark_hamming74,16,300,12,0.4375,0.0,,,302,306,304,0011011111111111
24,syncmark_position_vote,16,300,12,0.9375,0.0,False,,302,301,299,0001101001111000
24,syncmark_alignment,16,300,12,0.625,0.0,False,202.44999999999928,302,301,299,0111111111111000
25,bimark_position_vote,16,300,12,1.0,1.0,,,302,304,302,1101010010000001
25,bimark_hamming74,16,300,12,0.5,0.0,,,302,306,304,1001000100011111
25,syncmark_position_vote,16,300,12,0.5625,0.0,False,,302,300,298,1111010111110100
25,syncmark_alignment,16,300,12,0.3125,0.0,False,198.44999999999942,302,300,298,1111111111111110
26,bimark_position_vote,16,300,12,0.5625,0.0,,,302,302,300,1110111101011111
26,bimark_hamming74,16,300,12,0.75,0.0,,,302,301,299,1011011111110101
26,syncmark_position_vote,16,300,12,0.625,0.0,False,,302,299,297,0111111111111101
26,syncmark_alignment,16,300,12,0.5625,0.0,False,190.2499999999994,302,299,297,0111111111101101
27,bimark_position_vote,16,300,12,0.8125,0.0,,,302,298,296,1010100010011101
27,bimark_hamming74,16,300,12,0.625,0.0,,,302,296,294,1000111111111111
27,syncmark_position_vote,16,300,12,0.5625,0.0,False,,302,298,296,1011111101001111
27,syncmark_alignment,16,300,12,0.5,0.0,False,198.74999999999932,302,298,296,1111111011101011
28,bimark_position_vote,16,300,12,0.625,0.0,,,302,301,299,1111011111111111
28,bimark_hamming74,16,300,12,0.5625,0.0,,,302,306,304,1011111110001111
28,syncmark_position_vote,16,300,12,0.8125,0.0,False,,302,297,295,1111000101101110
28,syncmark_alignment,16,300,12,0.8125,0.0,False,207.59999999999928,302,297,295,1111010101101010
29,bimark_position_vote,16,300,12,0.9375,0.0,,,302,303,301,0101011100111110
29,bimark_hamming74,16,300,12,1.0,1.0,,,302,307,305,0101011100111010
29,syncmark_position_vote,16,300,12,0.9375,0.0,False,,302,300,298,0101011100111110
29,syncmark_alignment,16,300,12,0.9375,0.0,False,221.29999999999941,302,300,298,0101011100111011
