method,mean_bit_accuracy,mean_exact_recovery,mean_crc_pass,mean_attacked_token_len,mean_observed_bits_len
syncmark_position_vote,0.5458333333333333,0.03333333333333333,0.03333333333333333,163.06666666666666,161.06666666666666
bimark_hamming74,0.5875,0.0,,162.76666666666668,160.76666666666668
bimark_position_vote,0.56875,0.0,,162.56666666666666,160.56666666666666
syncmark_alignment,0.5145833333333333,0.0,0.0,163.06666666666666,161.06666666666666
